Compound_name;mean_c;median_c;Linear_6tR_st_61_c_pred;MLR_3tR_st61_c_pred;MLR_2tR_st61_c_pred;knn_st61_1tR_c_pred;knn_st20_1tR_c_pred;knn_3tR_st61_c_pred;knn_2tR_st61_c_pred;Cosine_c_pred;conc_M
Phenylethylamine;2.225591816523436e-7;8.675427550581964e-7;2.3797655947655201e-7;4.783964970866727e-7;1.2686327346298736e-7;2.6286813497439307e-6;2.6286813497439307e-6;2.2764932632135492e-6;9.432438153368793e-7;2.6286813497439307e-6;3.095960254265224e-6
Phenylethylamine;6.509731946483017e-8;2.537514177403861e-7;6.960681649874826e-8;1.399283074753294e-7;3.710679999657177e-8;7.688746351647977e-7;7.688746351647977e-7;6.658615839378721e-7;2.7589355570207956e-7;7.688746351647977e-7;6.191920508530448e-7
Phenylethylamine;4.8368898283886945e-8;1.8854350094565544e-7;5.171956471897598e-8;1.0397015003002204e-7;2.7571258685150514e-8;5.712926327394948e-7;5.712926327394948e-7;4.947514197115153e-7;2.0499565024552888e-7;5.712926327394948e-7;3.095960254265224e-7
Phenylethylamine;7.079664272115412e-6;1.5131587275594365e-5;6.941899580232832e-6;1.0244608360052215e-5;5.038688213501961e-6;3.230781009405359e-5;3.230781009405359e-5;1.8930174512049797e-5;1.8930174512049797e-5;3.230781009405359e-5;1.2383841017060896e-5
Phenylethylamine;7.683328091166927e-6;2.6478422790817828e-5;7.65374254595327e-6;8.062649505104568e-6;4.392693761643064e-6;6.599354619436585e-5;9.991461166185434e-6;2.2095007595278252e-5;1.905432085058221e-5;2.7149255761639583e-5;1.2383841017060896e-5
Phenylethylamine;3.1335966153412082e-6;6.697533788191139e-6;3.0726192927445556e-6;4.534462207339051e-6;2.2302210563540674e-6;1.4300062894022281e-5;1.4300062894022281e-5;8.37886211814009e-6;8.37886211814009e-6;1.4300062894022281e-5;6.191920508530448e-6
Phenylethylamine;4.385742964607784e-6;1.5114225904558829e-5;4.3688551530715235e-6;4.602264529580994e-6;2.507406365081647e-6;4.53305734327569e-6;5.703255151387707e-6;1.2612115864914177e-5;1.0876452576832278e-5;1.549714603334922e-5;6.191920508530448e-6
Phenylethylamine;5.94964257066509e-9;1.2716356645780618e-8;5.833867211261748e-9;8.609413621324967e-9;4.234437219492912e-9;2.715099401784331e-8;2.715099401784331e-8;1.5908631796371525e-8;1.5908631796371525e-8;2.715099401784331e-8;3.095960254265224e-6
Phenylethylamine;2.5200473234150528e-6;8.684632192000833e-6;2.510343589155264e-6;2.6444605858145225e-6;1.4407553634650721e-6;2.604694145779803e-6;3.2770896504859422e-6;7.246920096426547e-6;6.249608202232648e-6;8.904658047010388e-6;3.095960254265224e-6
Phenylethylamine;1.1042390170334597e-9;2.3601244942036908e-9;1.0827513952905035e-9;1.5978859774400905e-9;7.859011255561953e-10;3.226937479008042e-8;2.3601244942036908e-9;2.952602904884888e-9;2.952602904884888e-9;5.039157661935504e-9;6.191920508530448e-7
Phenylethylamine;1.3633696484095795e-9;2.913972475370178e-9;1.3368395486314038e-9;1.972860231939334e-9;9.703277322266326e-10;6.221691593809415e-9;6.221691593809415e-9;3.645487183690083e-9;3.645487183690083e-9;6.221691593809415e-9;3.095960254265224e-7
Progesterone;4.0421263107680117e-7;1.5756336673697403e-6;4.322137173872422e-7;7.172094419045243e-7;5.206178146494569e-7;5.0718710127949e-6;3.735584646500216e-6;6.313472134967589e-6;6.313472134967589e-6;5.0718710127949e-6;5.029610539949069e-6
Progesterone;2.1936771931250245e-7;8.551023335468732e-7;2.3456401445506295e-7;3.8923226896908803e-7;2.825412514420189e-7;2.7525235264422307e-6;2.027315875851126e-6;3.426345137957177e-6;3.426345137957177e-6;2.7525235264422307e-6;2.5148052699745347e-6
Progesterone;1.1614755821274515e-7;4.527468689320017e-7;1.2419346660902217e-7;2.0608491422552463e-7;1.4959574066872946e-7;1.4573652291291289e-6;1.0733930655066122e-6;1.814130276847695e-6;1.814130276847695e-6;1.4573652291291289e-6;1.2574026349872673e-6
Progesterone;2.7526798336421774e-8;1.0730033373331849e-7;2.9433666644853733e-8;4.88418177821176e-8;3.545396776945673e-8;3.453933890824452e-7;2.543925580922958e-7;4.2994617411856857e-7;4.2994617411856857e-7;3.453933890824452e-7;2.514805269974535e-7
Progesterone;1.1509365235130225e-8;4.486387104286316e-8;1.2306655335810028e-8;2.042149300226763e-8;1.4823833091889311e-8;1.4441413113741904e-7;1.0636532546937366e-7;1.7976691255190655e-7;1.7976691255190655e-7;1.4441413113741904e-7;1.2574026349872674e-7
Progesterone;7.153822922597974e-7;1.5290088872405521e-6;7.01461516177293e-7;8.455750803176779e-7;7.414916130717147e-7;4.916057565637825e-6;1.003262591328312e-5;2.343292491814263e-6;2.343292491814263e-6;4.916057565637825e-6;5.029610539949069e-6
Progesterone;3.227628264603069e-7;1.1123110296435856e-6;3.215199907929732e-7;5.226917766053487e-7;4.3120692676541553e-7;6.3085058601722665e-6;2.492883481755564e-6;7.219069706226748e-6;5.917882367640909e-6;6.3085058601722665e-6;5.029610539949069e-6
Progesterone;3.928421300104208e-7;8.396337378872487e-7;3.851977315023527e-7;4.6433566951514093e-7;4.07179696528148e-7;2.6995839095184963e-6;5.509275496492985e-6;1.2867861333467813e-6;1.2867861333467813e-6;2.6995839095184963e-6;2.5148052699745347e-6
Progesterone;2.150296265827344e-7;7.410389479208851e-7;2.142016300864175e-7;3.4822540988974857e-7;2.872767767562561e-7;4.202824948227603e-6;1.6607978374550762e-6;4.809456777376344e-6;3.942585488018913e-6;4.202824948227603e-6;2.5148052699745347e-6
Progesterone;1.677097432075307e-7;3.584512653103532e-7;1.6444624366706613e-7;1.9823132486939574e-7;1.7383064882130775e-7;1.152489739887417e-6;2.3519859714432105e-6;5.493468126264242e-7;5.493468126264242e-7;1.152489739887417e-6;1.2574026349872673e-6
Progesterone;1.2453189085329706e-7;4.291640312411514e-7;1.2405236637592662e-7;2.016706694137782e-7;1.6637298206873973e-7;2.434016865703e-6;2.651064295969452e-5;2.785340587630315e-6;2.2833022289831146e-6;2.434016865703e-6;1.2574026349872673e-6
Progesterone;2.7591850587227407e-8;5.897292289695527e-8;2.7054934901890287e-8;3.261330554144515e-8;2.8598870870747072e-8;1.896092862472304e-7;3.8695214879085186e-7;9.037933565852177e-8;9.037933565852177e-8;1.896092862472304e-7;2.514805269974535e-7
Progesterone;1.161805990059222e-8;2.4831641812637145e-8;1.1391981603520627e-8;1.3732436544586999e-8;1.2042084448639704e-8;7.983850297988363e-8;1.629333715439903e-7;3.805589379142654e-8;3.805589379142654e-8;7.983850297988363e-8;1.2574026349872674e-7
Prometryn;3.441862789767259e-5;1.3416490413912944e-4;3.680291501874122e-5;1.121319294145372e-5;1.8377470171000342e-5;6.669515649854092e-6;3.1808431514284e-4;1.0260067784704299e-5;1.0156578806764284e-5;6.669515649854092e-6;6.508190202829711e-6
Prometryn;2.0719855812783412e-5;8.07666556947974e-5;2.2155185701926357e-5;6.750290617004883e-6;1.1063152583505623e-5;4.015017769358082e-6;1.914852958596083e-4;6.176513653027769e-6;6.114213763923984e-6;4.015017769358082e-6;3.2540951014148554e-6
Prometryn;1.2184507447423322e-5;4.749559681827411e-5;1.3028566782671279e-5;3.9695723289938674e-6;6.505791655294175e-6;2.361069225303103e-6;1.1260474177788355e-4;3.632157351114254e-6;3.595521311287646e-6;2.361069225303103e-6;1.6270475507074277e-6
Prometryn;2.9593240500546027e-6;1.153553908867599e-5;3.1643257787868217e-6;9.64113724934119e-7;1.580100450775957e-6;1.1261471850355249e-5;2.734898574533258e-5;8.821637353102922e-7;8.732657216461808e-7;5.734469753851929e-7;3.254095101414855e-7
Prometryn;1.4865765433383367e-6;5.7947225562107035e-6;1.5895563982384794e-6;4.843095329729659e-7;7.937421608824926e-7;5.657048573607273e-6;1.3738394310807496e-5;4.431430604133443e-7;4.3867326319896764e-7;2.8806335772529383e-007;1.6270475507074275e-7
Prometryn;2.971872977932679e-5;6.35187681352184e-5;2.9140426699713773e-5;1.319714762247759e-5;1.969074188127746e-5;3.0810829577633894e-5;5.872544165859139e-5;1.2571890560968054e-5;1.2567273671043137e-5;6.634344973942959e-6;6.508190202829711e-6
Prometryn;3.376600310930486e-5;1.1636500428923555e-4;3.363598320128827e-5;1.4787603644791314e-5;2.132747477521936e-5;1.0020253905254019e-5;9.913022611861454e-6;1.4416516638720619e-5;1.689302589933815e-5;7.770457707424064e-6;6.508190202829711e-6
Prometryn;1.6412506069157705e-5;3.5078961155664456e-5;1.6093131625012928e-5;7.2882746691332566e-6;1.0874435853496457e-5;1.7015630586959598e-5;3.243179216583029e-5;6.942969355177761e-6;6.940419625277594e-6;3.6638923654627107e-6;3.2540951014148554e-6
Prometryn;2.015852115766442e-5;6.947065642868022e-5;2.0080898435834254e-5;8.82829454169348e-6;1.2732639693957094e-5;4.639013258180955e-6;5.918138294625327e-6;8.60675321093559e-6;1.0085245177121345e-5;4.639013258180955e-6;3.2540951014148554e-6
Prometryn;9.584617456906256e-6;2.048550185120954e-5;9.398108348562826e-6;4.2562253643746724e-6;6.350480985429326e-6;2.1396492758793946e-6;1.893960130412462e-5;4.054573080064493e-6;4.0530840822473055e-6;2.1396492758793946e-6;1.6270475507074277e-6
Prometryn;1.2422082353425771e-5;4.280920254785185e-5;1.2374249685764793e-5;5.440170981764696e-6;7.846106250442735e-6;0.0012035274263258989;3.6468747235879146e-6;5.303652800007315e-6;6.214729005409165e-6;2.8586523922588392e-6;1.6270475507074277e-6
Prometryn;2.2172361468895114e-6;4.738967976123583e-6;2.1740904774246114e-6;9.846044215775743e-7;1.4690743844849669e-6;4.949710030135178e-7;4.381350513777899e-6;9.379556392046062e-7;9.37611185208633e-7;4.949710030135178e-7;3.254095101414855e-7
Prometryn;1.0327874205375487e-6;2.2074087683158343e-6;1.0126901905981343e-6;4.5862821704288286e-7;6.842940686577317e-7;2.305572305233973e-7;2.040830744142215e-6;4.3689923896998655e-7;4.367387924814634e-7;2.305572305233973e-7;1.6270475507074275e-7
Propylthiouracil;6.227691361400347e-8;2.427573862021564e-7;6.659103222184644e-8;1.1244051946418326e-7;1.202466890544628e-7;9.053406969028999e-6;1.571036995178782e-7;1.2424145142708728e-7;1.2424145142708728e-7;9.053406969028999e-6;9.099112819820796e-6
Propylthiouracil;2.8083771890194545e-8;1.0947143432664014e-7;3.0029223516793176e-8;5.070504809244523e-8;5.4225239980379264e-8;4.082633537737441e-6;7.084590748526866e-8;5.6026677924521244e-8;5.6026677924521244e-8;4.082633537737441e-6;4.549556409910398e-6
Propylthiouracil;1.4663752924590302e-8;5.7159774390093306e-8;1.56795574287262e-8;2.6475300403529054e-8;2.8313344961562043e-8;2.131719688975623e-6;3.699171490013003e-8;2.925395368837993e-8;2.925395368837993e-8;2.131719688975623e-6;2.274778204955199e-6
Propylthiouracil;2.085242405346342e-9;8.128341090524927e-9;2.2296937363568287e-9;3.764890160085971e-9;4.026267208310722e-9;3.031387881822129e-7;5.2603649933898775e-9;4.160025408826385e-9;4.160025408826385e-9;3.031387881822129e-7;4.549556409910398e-7
Propylthiouracil;1.0026652729218418e-9;3.908421062720209e-9;1.0721230649081392e-9;1.8103049363492933e-9;1.9359851396301422e-9;1.4576086454343504e-7;2.52938712940174e-9;2.0003012605193566e-9;2.0003012605193566e-9;1.4576086454343504e-7;2.274778204955199e-7
Propylthiouracil;1.74613937569246e-7;3.732078152732437e-7;1.7121608784318216e-7;2.2800217482053347e-7;2.2397743750370576e-7;8.866657938266593e-6;3.533280210755472e-7;3.04275152848837e-7;3.04275152848837e-7;8.866657938266593e-6;9.099112819820796e-6
Propylthiouracil;1.3325449800472593e-7;4.592240361313847e-7;1.3274138611768126e-7;1.4623123729215675e-7;1.5269747767984645e-7;9.251869823507887e-6;1.203019857301629e-7;1.6447422000200223e-7;1.9994116311627627e-7;9.251869823507887e-6;9.099112819820796e-6
Propylthiouracil;9.761302501282666e-8;2.0863136307663092e-7;9.571355241105589e-8;1.2745822185534095e-7;1.252083053260733e-7;4.956656468301486e-6;1.9751812162933783e-7;1.7009649126110955e-7;1.7009649126110955e-7;4.956656468301486e-6;4.549556409910398e-6
Propylthiouracil;7.181680851767907e-8;2.474963709547256e-7;7.154026957384001e-8;7.881055367858321e-8;8.229549981327599e-8;4.9862464194026275e-6;6.483612037751444e-8;8.864251294211095e-8;1.0775723477502725e-7;4.9862464194026275e-6;4.549556409910398e-6
Propylthiouracil;4.191911091193162e-8;8.959502328062839e-8;4.110339802261852e-8;5.473588527647356e-8;5.3769677124225777e-8;2.1285953613236604e-6;8.482253312617473e-8;7.304653945483111e-8;7.304653945483111e-8;2.1285953613236604e-6;2.274778204955199e-6
Propylthiouracil;3.3941371211217395e-8;1.1696936098094077e-7;3.3810676028001487e-8;3.7246687968706946e-8;3.889370978504938e-8;2.3565519571910035e-6;3.0642225337633434e-8;4.189337425266808e-8;5.0927190746622476e-8;2.3565519571910035e-6;2.274778204955199e-6
Propylthiouracil;6.477227630749153e-9;1.3843980650976038e-8;6.351185881521282e-9;8.457640937355304e-9;8.30834506717469e-9;3.289047975758885e-7;1.3106548381459396e-8;1.1286953692349629e-8;1.1286953692349629e-8;3.289047975758885e-7;4.549556409910398e-7
Propylthiouracil;2.386897633584439e-9;5.101590763667756e-9;2.340450485187702e-9;3.1166919382676334e-9;3.061675505381081e-9;1.2120341105221544e-7;4.82984250355072e-9;4.159310833967173e-9;4.159310833967173e-9;1.2120341105221544e-7;2.274778204955199e-7
Pyridine;1.947327506868684e-6;7.590744438252103e-6;2.0822250370355866e-6;9.034893925706017e-7;1.14165839946543e-6;0.024559139272741583;0.09060907149176707;8.24813796113879e-6;8.24813796113879e-6;2.3000190156815092e-5;1.9752124556617367e-5
Pyridine;9.589371077755072e-7;3.73796728686139e-6;1.0253657115763737e-6;4.449120663892141e-7;5.621954189983202e-7;0.012093841380348152;0.044619305508736135;4.061692516071035e-6;4.061692516071035e-6;1.1326156360174221e-5;9.876062278308683e-6
Pyridine;4.945782796432993e-7;1.9278818340729314e-6;5.288392799951912e-7;2.294663983728497e-7;2.8995607834651244e-7;0.006237480243148335;0.023012707693188666;2.094845303982911e-6;2.094845303982911e-6;5.8415415173373e-6;4.938031139154342e-6
Pyridine;9.349495881186739e-8;3.6444631737729033e-7;9.997165006297483e-8;4.3378272656959787e-8;5.4813227183793224e-8;0.0011791317622027143;0.0043503167172565275;3.960090514981225e-7;3.960090514981225e-7;1.1042836008794463e-6;9.876062278308683e-7
Pyridine;5.809269478868994e-8;2.2644716839613835e-7;6.211695933591818e-8;2.6952905118574997e-8;3.4057965452219044e-8;7.32648502633468e-4;0.002703050779435616;2.4605853892647475e-7;2.4605853892647475e-7;6.861419161126199e-7;4.938031139154341e-7
Pyridine;7.360056466778524e-6;1.573087825915856e-5;7.216835563581492e-6;4.432692053768909e-6;5.342310399280851e-6;2.1508424982182516e-4;1.573087825915856e-5;1.967990966512696e-5;1.967990966512696e-5;3.35873704557943e-5;1.9752124556617367e-5
Pyridine;2.521705870777335e-6;8.690347907606886e-6;2.511995750088724e-6;1.2661475624104035e-6;1.4573695592709542e-6;2.828461941078509e-6;2.27659274714437e-6;6.1639577806743826e-6;6.253721327848505e-6;8.910518570730983e-6;1.9752124556617367e-5
Pyridine;3.520130643686555e-6;7.523685023629177e-6;3.451631673272948e-6;2.1200455734176593e-6;2.555093242759461e-6;1.0286940897663147e-4;7.523685023629177e-6;9.412407824571823e-6;9.412407824571823e-6;1.606399794838038e-5;9.876062278308683e-6
Pyridine;1.1147321678167714e-6;3.8416099491977426e-6;1.1104397624215135e-6;5.597065991628081e-7;6.442371994857177e-7;1.2503351591094761e-6;1.0063787365803645e-6;2.7248070834938894e-6;2.7644874897981695e-6;3.9389374462060765e-6;9.876062278308683e-6
Pyridine;1.7121863981284514e-6;3.6595093947336083e-6;1.6788685990750747e-6;1.0311870670847094e-6;1.2427936173474057e-6;5.003553011567845e-5;3.6595093947336083e-6;4.578181403515172e-6;4.578181403515172e-6;7.813505114110003e-6;4.938031139154342e-6
Pyridine;6.795343848711871e-7;2.3418235600537625e-6;6.769177589729706e-7;3.411939572133702e-7;3.927233300543109e-7;7.621971965627639e-7;6.134827498958368e-7;1.6610268895362325e-6;1.6852158393735982e-6;2.401153848279088e-6;4.938031139154342e-6
Pyridine;3.2164206372958874e-7;6.874556153737366e-7;3.1538316244514355e-7;1.9371321762100875e-7;2.3346447811436919e-7;9.399403700322726e-6;6.874556153737366e-7;8.600323635117284e-7;8.600323635117284e-7;1.467802753608545e-6;9.876062278308683e-7
Pyridine;1.3590140191525983e-7;2.904663053099728e-7;1.332568676489941e-7;8.184842970770029e-8;9.864428024511057e-8;3.9714710359378544e-6;2.904663053099728e-7;3.6338407526200114e-007;3.6338407526200114e-007;6.20181482600435e-7;4.938031139154341e-7
Quinoxaline;2.319031323768829e-7;9.039657715992867e-7;2.479677951956778e-7;4.193568035601934e-7;2.9920751842638886e-7;1.1390041719273413e-5;1.1390041719273413e-5;6.356538221852294e-7;6.356538221852294e-7;1.1390041719273413e-5;1.1217343309980929e-5
Quinoxaline;8.792962419646336e-8;3.4275246637899554e-7;9.40207871317008e-8;1.5900555444568741e-7;1.1344911292199247e-7;4.3187087543522395e-6;4.3187087543522395e-6;2.410178816082451e-7;2.410178816082451e-7;4.3187087543522395e-6;5.6086716549904645e-6
Quinoxaline;5.4605335300800943e-8;2.128533304086877e-7;5.838801943586892e-8;9.874432757493516e-8;7.045323925008878e-8;2.6819691515000653e-6;2.6819691515000653e-6;1.496749515191982e-7;1.496749515191982e-7;2.6819691515000653e-6;2.8043358274952322e-6
Quinoxaline;9.104924039134641e-9;3.5491282933656896e-8;9.73565089987289e-9;1.646468420920081e-8;1.174741237553812e-8;4.4719303095923496e-7;4.4719303095923496e-7;2.4956884828861598e-8;2.4956884828861598e-8;4.4719303095923496e-7;5.608671654990465e-7
Quinoxaline;4.8352659916795345e-9;1.8848020327525734e-8;5.170220146888094e-9;8.743744294659507e-9;6.238587307870981e-9;2.3748657814379667e-7;2.3748657814379667e-7;1.3253617048597203e-8;1.3253617048597203e-8;2.3748657814379667e-7;2.8043358274952326e-7
Quinoxaline;1.2535118963191393e-6;2.6791700751766446e-6;1.2291195418896045e-6;1.6128968045561029e-6;1.3607900914214187e-6;1.1181617992932913e-5;1.1181617992932913e-5;1.976189383422384e-6;1.542829881754464e-6;1.1181617992932913e-5;1.1217343309980929e-5
Quinoxaline;2.3390721124418904e-7;8.060952180689867e-7;2.3300652442046465e-7;2.70983442386309e-7;2.3624262778688961e-7;5.313238939941425e-7;1.1320565217115128e-5;3.77205398332331e-7;2.5084195352026085e-7;1.1320565217115128e-5;1.1217343309980929e-5
Quinoxaline;6.242048441965539e-7;1.3341324835148853e-6;6.120583094560503e-7;8.031658906065458e-7;6.776256128834248e-7;5.568052555096843e-6;5.568052555096843e-6;9.84072819575377e-7;7.682750269784006e-7;5.568052555096843e-6;5.6086716549904645e-6
Quinoxaline;1.2002112778975295e-7;4.1361895883391733e-7;1.1955897252829794e-7;1.3904547104193798e-7;1.2121946334265366e-7;5.808743549839409e-6;5.808743549839409e-6;1.9354947235451714e-7;1.2871058569911632e-7;5.808743549839409e-6;5.6086716549904645e-6
Quinoxaline;3.2578247444850746e-7;6.963050443497527e-7;3.1944300403182165e-7;4.191851019215213e-7;3.536636265599608e-7;2.906055529885615e-6;2.906055529885615e-6;5.13603316570602e-7;4.0097500311484926e-7;2.906055529885615e-6;2.8043358274952322e-6
Quinoxaline;5.9576110438826944e-8;2.053122581404865e-7;5.934670572147951e-8;6.901941759224542e-8;6.017094047048143e-8;2.8833452377007415e-6;2.8833452377007415e-6;9.607412422060136e-8;6.388938522298513e-8;2.8833452377007415e-6;2.8043358274952322e-6
Quinoxaline;5.4852318456631785e-8;1.1723757117471528e-7;5.378493553270041e-8;7.057861151616126e-8;5.954669570066293e-8;4.892954528870356e-7;4.892954528870356e-7;8.647589999616689e-8;6.751255911244859e-8;4.892954528870356e-7;5.608671654990465e-7
Quinoxaline;2.5726572900239046e-8;5.4986206715363e-8;2.5225954049885405e-8;3.310244389767713e-8;2.7928307335316315e-8;2.2948702065175685e-7;2.2948702065175685e-7;4.055851435202542e-8;3.166441861634957e-8;2.2948702065175685e-7;2.8043358274952326e-7
Reserpine;1.5119166640326082e-6;5.893499151080448e-6;1.6166519091707727e-6;5.274678505102378e-7;5.253007856500581e-7;8.803696685646974e-7;8.803696685646974e-7;4.243347427951244e-7;4.243347427951244e-7;2.649590734851083e-6;2.669007587910999e-6
Reserpine;7.145426996959677e-7;2.7853101260467972e-6;7.640413305363306e-7;2.492851033873423e-7;2.482609329337414e-7;1.25221565566995e-6;4.16069043136822e-7;2.0054365422688597e-7;2.0054365422688597e-7;1.25221565566995e-6;1.3345037939554995e-6
Reserpine;3.431730449664427e-7;1.3376994230548427e-6;3.6694572625530737e-7;1.1972402493316172e-7;1.1923214713037062e-7;6.014009515369095e-7;1.9982525958251442e-7;9.631499488976759e-8;9.631499488976759e-8;6.014009515369095e-7;6.672518969777498e-7
Reserpine;5.6736898145207594e-8;2.2116223004107791e-7;6.066724237447737e-8;1.9794007448432683e-8;1.971268514994162e-8;9.942979214791524e-8;3.303716759246469e-8;1.592378578408247e-8;1.592378578408247e-8;9.942979214791524e-8;1.3345037939554995e-7
Reserpine;2.94329007377487e-8;1.1473038140150819e-7;3.147181078301088e-8;1.0268362837547681e-8;1.022617598529631e-8;5.158031718926052e-8;1.7138400338995542e-8;8.260642045544421e-9;8.260642045544421e-9;5.158031718926052e-8;6.672518969777498e-8
Reserpine;1.152078948519562e-6;2.462374271977985e-6;1.1296603993812453e-6;5.423673600171008e-7;5.693175060061008e-7;2.586592600317207e-6;2.2765557471584994e-6;4.4166012476215e-7;4.4166012476214995e-7;2.586592600317207e-6;2.669007587910999e-6
Reserpine;9.612847061243364e-7;3.3127965601741543e-6;9.575831679629066e-7;4.362006655122164e-7;4.247512527784443e-7;2.4730805223180104e-6;2.046405579491162e-4;3.689337926760662e-7;3.9330346694498805e-7;2.4730805223180104e-6;2.669007587910999e-6
Reserpine;5.420120536834676e-7;1.1584592686179608e-6;5.314649259239706e-7;2.551644980854e-7;2.678435805331244e-7;1.2168995615638446e-6;1.0710382803434477e-6;2.0778533585744513e-7;2.077853358574451e-7;1.2168995615638446e-6;1.3345037939554995e-6
Reserpine;4.5622998081292614e-7;1.5722679258873928e-6;4.544732144006361e-7;2.070227685818229e-7;2.0158882656800658e-7;1.1737349736842993e-6;9.712331552957821e-5;1.7509761268590364e-7;1.8666356807174687e-7;1.1737349736842993e-6;1.3345037939554995e-6
Reserpine;2.4864245267732183e-7;5.314312696893664e-7;2.4380406634070744e-7;1.170540880206754e-7;1.2287048663409305e-7;5.582401527658516e-7;4.913277908232961e-7;9.53193848492305e-8;9.531938484923049e-8;5.582401527658516e-7;6.672518969777498e-7
Reserpine;1.7978714285030748e-7;6.195856696808832e-7;1.7909485162175156e-7;8.158173209477907e-8;7.944037148682974e-8;4.6253527005431335e-7;3.827351146914595e-5;6.90009443233338e-8;7.355875542871035e-8;4.6253527005431335e-7;6.672518969777498e-7
Reserpine;9.952442084404597e-9;2.1271664900639153e-8;9.758775398452053e-9;4.6853384014853895e-9;4.918152105326119e-9;2.2344747366216963e-8;1.9666438011586222e-8;3.8153607600717046e-9;3.8153607600717046e-9;2.2344747366216963e-8;1.3345037939554995e-7
Reserpine;2.634566135379915e-9;5.630940377758166e-9;2.5832995529637913e-9;1.240281910777574e-9;1.3019113173884688e-9;5.915001987994646e-9;5.206011866179381e-9;1.0099853048623528e-9;1.0099853048623528e-9;5.915001987994646e-9;6.672518969777498e-8
Sebuthylazine;1.0428191366682572e-5;4.064942098258578e-5;1.1150585136868329e-5;1.785655611675394e-5;1.3165103419313568e-5;6.743272082403785e-6;6.072201990768964e-6;1.4439253114182351e-5;1.4439253114182351e-5;6.743272082403785e-6;6.680786841144849e-6
Sebuthylazine;5.905758526850481e-6;2.302083421161946e-5;6.314869082842838e-6;1.0112636490698738e-5;7.455743670363179e-6;3.8188920014226644e-6;3.4388473919183947e-6;8.17732809093649e-6;8.17732809093649e-6;3.8188920014226644e-6;3.3403934205724245e-6
Sebuthylazine;3.1917416706629532e-6;1.2441510351733586e-5;3.4128437024395996e-6;5.465330683752675e-6;4.029424442311301e-6;2.0639036766040053e-6;1.858510209981438e-6;4.4194016236630185e-6;4.4194016236630185e-6;2.0639036766040053e-6;1.6701967102862123e-6
Sebuthylazine;6.775516178011417e-7;2.6411177145661057e-6;7.244877595028195e-7;1.1601952879305829e-6;8.553771988471767e-7;4.3813109560909665e-7;3.9452961091657153e-7;9.381626174037802e-7;9.381626174037802e-7;4.3813109560909665e-7;3.340393420572425e-7
Sebuthylazine;3.7750384089037874e-7;1.4715219553721858e-6;4.036547249019328e-7;6.464130051051824e-7;4.765809268123311e-7;2.4410859196632717e-7;2.1981564142572028e-7;5.227055506103777e-7;5.227055506103777e-7;2.4410859196632717e-7;1.6701967102862124e-7
Sebuthylazine;3.1251673417784016e-5;6.679517638881935e-5;3.064354046207684e-5;3.730910983061836e-5;3.258207343222941e-5;6.751460901836795e-6;1.9331908782607126e-5;2.0957360245392557e-5;2.0957360245392557e-5;6.751460901836795e-6;6.680786841144849e-6
Sebuthylazine;2.313696751157819e-5;7.97350315644192e-5;2.3047875936898767e-5;3.255229823361511e-5;2.7667553588465305e-5;1.1074422520738385e-5;1.1616068360929016e-5;2.4890592348032248e-5;2.0488002421041616e-5;1.1074422520738385e-5;6.680786841144849e-6
Sebuthylazine;1.6889770795281877e-5;3.609903394151037e-5;1.6561109155386887e-5;2.0163474294357444e-5;1.7608777134866738e-5;3.6487846791730676e-6;1.0447808794383697e-5;1.1326273837784508e-5;1.1326273837784508e-5;3.6487846791730676e-6;3.3403934205724245e-6
Sebuthylazine;1.7754094878814644e-005;6.118447954994851e-5;1.768573067901318e-5;2.4978925655398107e-5;2.1230628915759567e-5;8.497930770870481e-6;8.913561368642097e-6;1.9099734566153575e-5;1.572141805872059e-5;8.497930770870481e-6;3.3403934205724245e-6
Sebuthylazine;8.999827899401742e-6;1.9235612889371563e-5;8.824698335357195e-6;1.0744242814350131e-5;9.382955260529118e-6;1.9442794430167618e-6;5.567185145080592e-6;6.035281148399732e-6;6.035281148399732e-6;1.9442794430167618e-6;1.6701967102862123e-6
Sebuthylazine;1.2269723383911544e-5;4.228414034005561e-5;1.222247739211912e-5;1.7262750385813455e-5;1.4672330290049442e-5;5.872856972203611e-6;6.1600961978220795e-6;1.3199684998443835e-5;1.0864955498999346e-5;5.872856972203611e-6;1.6701967102862123e-6
Sebuthylazine;2.0657270826588055e-6;4.415142927317202e-6;2.02552966027864e-6;2.466121976148089e-6;2.1536661604761747e-6;4.46269722775864e-7;1.2778338938162633e-6;1.3852757918335544e-6;1.3852757918335544e-6;4.46269722775864e-7;3.340393420572425e-7
Sebuthylazine;1.0404821198939387e-6;2.2238548892610417e-6;1.0202351571642087e-6;1.2421562573294731e-6;1.0847759856601586e-6;2.2478074238183633e-7;6.436297078503641e-7;6.977469117893144e-7;6.977469117893144e-7;2.2478074238183633e-7;1.6701967102862124e-7
Simazine;4.261491071511924e-6;1.6611427474649995e-5;4.5566980248095e-6;7.455117085152921e-6;5.379772234554458e-6;1.5001036673571627e-5;1.5001036673571627e-5;6.668551226370833e-6;4.291838890378712e-6;8.168253240557443e-6;8.132012777208314e-6
Simazine;2.28023979915449e-6;8.888447121637787e-6;2.4381992158469788e-6;3.9890860733145e-6;2.8786099873876118e-6;8.026758774721134e-6;8.026758774721134e-6;3.5682102001157997e-6;2.2964783183104226e-6;4.370671160900401e-6;4.066006388604157e-6
